"provinsi","kota","kecamatan","kelurahan","id_tps","nomor_tps","diterima","rusak","tdk_digunakan","tdk_sah","no1","no2","no3","no4","no5","no6","no7","no8","no9","no10","no11","no12","no13","no14","no15","no16","no17","no18","no19","no20","saksi_pileg"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOMANAN ","PRAWIRODIRJAN","3471101002025","025","291","0","54","15","3","12","121","5","7","0","4","7","1","5","6","49","0","1","","","","","0","0","Indra"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOMANAN ","PRAWIRODIRJAN","3471101002026","026","282","3","410","32","7","7","87","15","2","0","1","11","7","1","7","56","0","6","","","","","0","0","Suparmi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOMANAN ","PRAWIRODIRJAN","3471101002027","027","227","0","23","18","4","9","110","9","4","1","4","10","3","6","2","19","0","4","","","","","0","1","Doni"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOMANAN ","PRAWIRODIRJAN","3471101002028","028","238","2","41","36","1","17","89","3","0","0","4","7","3","2","3","23","0","4","","","","","1","2","Bagas"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOMANAN ","PRAWIRODIRJAN","3471101002029","029","236","21","39","21","1","12","73","13","16","0","5","4","7","16","8","17","0","1","","","","","2","1","Wisnu"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOMANAN ","PRAWIRODIRJAN","3471101002030","030","232","2","49","20","6","19","56","21","9","0","3","8","3","14","2","17","0","5","","","","","0","0","agus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","GONDOMANAN ","PRAWIRODIRJAN","3471101002031","031","180","1","16","12","1","12","71","9","14","1","3","9","3","3","2","10","0","3","","","","","0","0","NUNIEK"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001001","001","245","0","36","14","2","5","155","1","3","0","1","0","0","4","11","13","0","0","","","","","0","0","Amri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001002","002","220","0","27","8","1","14","131","7","6","0","1","8","1","3","3","6","0","4","","","","","0","0","NITA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001003","003","179","1","22","11","3","2","120","2","0","1","3","3","4","2","1","3","0","1","","","","","0","0","Tri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001004","004","227","0","37","11","2","11","105","3","3","1","8","13","0","5","6","6","0","5","","","","","0","1","Gunawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001005","005","173","1","32","2","2","7","92","2","2","0","0","6","0","0","12","10","0","5","","","","","0","0","Yanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001006","006","171","0","22","11","3","8","66","4","1","1","1","5","4","4","8","28","0","5","","","","","0","0","Doni"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001007","007","231","0","36","12","9","12","75","3","5","0","6","3","2","6","21","28","2","2","","","","","0","0","Edi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001008","008","206","0","33","13","3","8","95","2","0","0","3","13","3","5","4","21","1","2","","","","","0","0","Kilia"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001009","009","214","0","53","10","3","2","104","2","3","0","2","2","0","0","11","14","0","4","","","","","0","1","Revo"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001010","010","168","1","26","6","1","3","95","3","6","0","1","4","1","1","7","11","0","1","","","","","1","0","Rifda"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001011","011","240","0","38","14","2","13","118","6","2","2","1","12","2","3","4","22","0","7","","","","","0","0","Dwi Widiyanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001012","012","263","0","46","18","10","10","121","2","2","0","2","15","3","5","8","12","2","3","","","","","2","2","Suwarjo"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001013","013","225","1","30","12","0","7","142","6","2","1","1","3","0","2","6","10","0","2","","","","","0","0","FANY"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001014","014","173","0","26","8","5","6","89","6","3","0","1","2","0","2","9","13","0","3","","","","","0","0","Tia"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001015","015","199","0","35","16","3","1","108","2","3","0","2","2","0","0","14","11","0","1","","","","","0","1","Fira"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001016","016","141","1","26","8","1","16","41","9","3","0","4","3","2","3","13","8","0","2","","","","","1","0","Dwi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001017","017","239","0","59","11","15","25","77","2","5","4","5","3","1","5","6","12","0","9","","","","","0","0","Heni"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001018","018","222","1","38","11","6","10","95","10","3","0","1","4","4","2","13","17","0","7","","","","","0","0","Daru"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001019","019","124","0","15","7","4","2","55","4","2","0","1","0","1","3","7","23","0","0","","","","","0","0","Widi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001020","020","214","6","185","10","4","11","83","6","3","1","3","6","0","5","8","28","0","6","","","","","1","0","Oka"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001021","021","271","0","49","8","7","6","113","4","5","1","3","16","4","7","2","38","4","3","","","","","1","0","Rani"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001022","022","265","0","60","20","3","11","106","7","1","0","4","6","6","1","10","25","0","4","","","","","0","1","Darmawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","PURWOKINANTI","3471111001023","023","282","0","52","17","4","22","88","15","9","1","10","17","3","3","12","16","1","12","","","","","0","0","Aisyah"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002001","001","302","0","51","13","3","9","152","6","6","0","5","11","0","2","19","18","1","5","","","","","0","1","SOTO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002002","002","247","23","50","23","1","8","90","14","3","0","1","8","1","8","15","12","0","12","","","","","0","1","SUMIRAH"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002003","003","210","0","30","9","4","5","99","3","10","0","0","5","1","5","10","15","1","11","","","","","1","0","GERVASIUS RAKYAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002004","004","197","0","7","10","4","2","86","6","3","0","1","5","1","2","15","14","0","4","","","","","0","0","MUHAMMAD EKO SAPUTRO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002005","005","236","0","48","14","5","4","94","12","7","0","2","12","4","2","7","20","1","4","","","","","0","0","DIANA ROSITA H"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002006","006","258","0","41","12","6","9","127","7","4","0","1","13","0","1","7","24","0","4","","","","","1","1","SEPTI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002007","007","184","0","24","15","4","2","70","5","4","0","1","9","3","3","13","22","0","7","","","","","2","0","ARYANTO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002008","008","203","0","33","10","7","9","84","4","5","0","4","4","3","1","7","26","1","4","","","","","1","0","IRAWAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002009","009","222","1","33","9","6","14","97","1","5","0","0","12","0","4","7","26","0","7","","","","","0","0","NIKEN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002010","010","155","0","16","11","1","4","93","1","3","1","0","6","0","1","11","6","0","0","","","","","0","1","TRI "
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002011","011","164","0","23","15","4","6","54","3","2","0","2","23","3","4","4","15","0","6","","","","","0","0","DANANG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002012","012","223","0","46","16","6","2","77","2","2","0","2","28","3","5","10","17","3","2","","","","","0","2","TRI DARYONO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002013","013","250","0","41","20","1","15","93","15","9","0","2","10","2","4","8","22","0","7","","","","","1","0","AMELITHIA RISVANESA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002014","014","274","1","206","12","9","17","86","4","4","1","4","11","2","9","13","21","0","12","","","","","1","0","ARDI MAHENDRA GUNANDI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002015","015","197","2","27","10","4","2","8","2","2","0","4","24","0","4","8","100","0","0","","","","","0","0","EKO NURHAYADI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002016","016","234","4","36","5","6","9","23","2","4","0","3","7","0","5","10","117","0","3","","","","","0","0","bagas"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002017","017","216","0","106","9","5","5","42","0","1","1","1","3","0","16","1","3","0","1","","","","","1","1","heri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002018","018","245","0","52","15","76","21","37","5","2","0","6","3","1","15","1","6","1","2","","","","","0","0","handoko"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","PAKUALAMAN ","GUNUNGKETUR","3471111002019","019","156","0","72","6","3","4","35","6","2","0","3","6","2","3","2","8","1","3","","","","","0","0","Suwanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001001","001","240","0","37","17","1","13","89","8","3","0","3","13","2","2","28","17","0","3","","","","","0","1","SUGIRAHATI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001003","003","212","0","33","8","6","12","62","9","6","0","3","22","5","9","5","22","0","8","","","","","2","0","MELINDA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001004","004","213","0","39","21","3","7","71","9","6","1","1","8","2","10","14","14","0","4","","","","","0","3","EKA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001005","005","170","0","136","9","5","7","52","5","3","0","0","16","2","10","5","7","0","12","","","","","1","0","EVI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001006","006","281","0","48","7","1","10","121","6","6","2","32","19","6","0","1","11","3","3","","","","","5","0","KEVIN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001007","007","182","0","29","6","2","7","93","4","3","0","1","5","2","4","4","16","0","6","","","","","0","0","HENLANDA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001008","008","141","1","16","12","2","1","76","4","1","0","0","5","0","1","0","0","0","0","","","","","0","0","ANINDIA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001009","009","147","0","18","5","0","10","57","6","9","1","3","6","0","2","24","5","0","1","","","","","0","0","NAVITA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001010","010","187","0","17","15","2","6","37","24","14","0","5","18","2","4","17","25","0","1","","","","","0","0","PUTRI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001011","011","155","0","15","15","1","19","49","3","4","0","0","5","1","2","6","28","0","2","","","","","4","1","YOPOK"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001012","012","188","2","21","12","1","5","68","16","4","0","4","9","2","2","15","20","0","6","","","","","0","1","SELARI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001013","013","206","0","31","13","4","11","56","14","14","1","2","14","5","6","10","16","0","4","","","","","5","0","BENING"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001014","014","182","0","32","11","2","5","45","9","4","0","0","21","2","10","9","18","1","13","","","","","0","0","SURYATNI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001015","015","207","0","37","15","1","11","102","4","1","0","2","5","2","2","4","20","0","1","","","","","0","0","TEODORUS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001016","016","209","0","33","12","3","6","97","1","5","0","4","6","2","2","7","28","0","2","","","","","0","1","RUDI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001017","017","217","1","29","15","2","3","131","2","9","0","1","2","1","2","10","6","0","3","","","","","0","0","LUCKY"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001018","018","161","1","35","13","1","11","59","0","2","1","1","6","1","4","3","22","0","0","","","","","1","0","AMALIA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001019","019","273","1","53","19","4","7","93","11","19","0","4","19","1","7","10","20","0","3","","","","","1","1","NUR"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001020","020","268","0","33","21","7","2","133","26","14","0","3","5","2","3","8","10","0","1","","","","","0","0","SRIYANTI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001021","021","163","1","15","10","5","3","88","2","3","1","1","2","12","4","5","8","0","3","","","","","0","0","RIAWATI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001022","022","275","0","33","24","13","0","124","6","15","0","3","9","7","3","3","22","0","2","","","","","1","0","YULISA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001023","023","190","0","18","12","6","8","104","11","0","0","2","7","0","7","6","7","0","1","","","","","0","0","SUPRIYADI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001024","024","203","0","23","20","3","8","100","11","7","0","1","4","1","4","9","20","0","2","","","","","0","0","INTAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001025","025","167","0","16","12","3","7","64","4","8","2","3","10","3","4","2","21","0","7","","","","","0","1","BINTANG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001026","026","205","0","39","13","4","7","95","2","8","0","0","9","2","2","11","6","1","5","","","","","1","0","ARIEF"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001027","027","145","3","18","13","6","16","33","7","3","0","3","2","4","2","0","25","1","7","","","","","1","1","ARYA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001028","028","161","0","37","9","4","5","78","3","4","0","0","1","2","2","5","9","0","2","","","","","0","0","NUGROHO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001029","029","209","0","21","18","5","7","84","9","10","0","3","14","2","1","15","12","0","6","","","","","1","1","SALFUK"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001031","031","169","0","26","9","2","9","51","17","2","0","2","10","1","3","11","22","0","4","","","","","0","0","RIZKI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001032","032","172","0","20","10","8","7","70","11","5","0","2","6","2","3","12","7","1","8","","","","","0","0","ARDI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001033","033","187","0","36","9","2","12","64","4","10","0","3","5","3","6","9","20","0","4","","","","","0","0","EKA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001035","035","290","0","38","22","5","7","127","25","4","0","3","14","2","6","4","28","0","3","","","","","0","2","ELI GUSTI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001037","037","158","0","25","6","5","6","52","3","0","0","6","13","0","2","4","29","0","7","","","","","0","0","ARIE H"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","KEPARAKAN","3471121001038","038","278","0","26","22","9","32","87","8","41","0","12","9","2","5","6","17","0","7","","","","","1","0","AGUS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002001","001","258","2","47","19","5","10","104","6","3","0","6","21","3","5","17","7","0","2","","","","","1","0","Femy"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002002","002","179","0","63","9","2","12","33","6","8","0","4","13","1","2","11","11","0","4","","","","","0","0","Rizki Surya"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002003","003","253","1","53","9","3","16","125","7","5","0","2","15","3","4","4","2","0","4","","","","","0","0","Evi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002004","004","197","0","23","7","2","11","94","11","4","0","1","19","2","5","5","9","0","3","","","","","0","1","Fatonah"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002005","005","241","2","34","10","30","5","91","37","6","0","6","5","1","1","2","12","0","2","","","","","0","0","salsa bella larasati"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002006","006","206","0","42","20","29","17","58","9","4","0","1","2","2","3","12","4","0","3","","","","","0","0","Adis Rusito"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002007","007","168","0","15","13","27","4","53","12","7","0","7","7","1","8","2","8","0","1","","","","","3","0","Andri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002008","008","142","1","24","12","4","4","55","1","15","0","4","5","1","3","1","3","0","6","","","","","3","0","dicky"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002009","009","235","0","33","33","2","10","69","7","23","1","6","10","6","4","9","11","0","8","","","","","2","1","RIAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002010","010","202","0","22","12","4","8","66","4","30","0","7","10","2","11","9","10","2","4","","","","","1","0","Rusmiyanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002011","011","156","0","26","11","0","10","73","15","19","0","16","3","16","13","7","16","0","6","","","","","0","0","Gharibady H"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002012","012","168","0","25","7","1","12","53","0","3","1","11","20","4","8","9","9","1","4","","","","","0","0","Ryanpo"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002013","013","220","0","27","26","5","5","77","9","10","0","4","5","7","5","11","24","0","4","","","","","1","0","Daru R."
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002014","014","227","0","55","22","4","6","75","5","8","0","5","5","2","7","8","19","0","4","","","","","2","0","Citra Purnama"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002015","015","229","0","31","14","8","7","83","13","7","0","3","11","8","8","8","19","1","7","","","","","0","1","Bambang"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","MERGANGSAN ","WIROGUNAN","3471121002016","016","238","0","40","9","3","14","49","15","8","0","6","26","1","5","14","36","2","10","","","","","0","0","Robet"
